,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom,summarized_text,keywords
84,The Wall Street Journal,2022-10-18,"Russia's Top Ukraine Commander Sees Invasion Faltering in South, but Missile Strikes Take Toll on Ukraine","Russia's top military commander in Ukraine signaled Moscow's hold on the 
southern city of Kherson was weakening, and Ukraine said Russian...","Russia 's Top Ukraine Commander Sees Invasion Faltering South , Missile Strikes Take Toll Ukraine","Russia 's top military commander Ukraine signaled Moscow 's hold southern city Kherson weakening , Ukraine said Russian ...",English,https://www.wsj.com/articles/russia-launches-fresh-missile-strikes-widening-attacks-on-ukrainian-power-plants-11666091361,https://serpapi.com/searches/634f4ecdada54b8d92a5aa49/images/5d0e81d17d60cd12d5b8fd68eab77ed2e5c20ec7fd5f13d14a6969cf247f5744.jpeg,Unknown,Unknown,True,GoogleNews," Russia's top military commander in Ukraine signaled Moscow's hold on the southern city of Kherson was weakening . Ukraine said Russian forces are weakening in Russia's southern city . Russia's military chief in Ukraine signals Moscow's  hold on southern city is weakening, Ukraine says .","('moscow', 0.5297)"
85,Politico,2022-10-22,Fiona Hill: 'Elon Musk Is Transmitting a Message for Putin',"Eight months into Russia's war against Ukraine, POLITICO talks to the 
Russia analyst about whether Putin's aims are evolving and what it...",Fiona Hill : 'Elon Musk Is Transmitting Message Putin ',"Eight months Russia 's war Ukraine , POLITICO talks Russia analyst whether Putin 's aims evolving ...",English,https://www.politico.com/news/magazine/2022/10/17/fiona-hill-putin-war-00061894,https://serpapi.com/searches/634f4ecdada54b8d92a5aa49/images/5d0e81d17d60cd12e8dd77ae48bb2227f1accd31426d7c74a762beb36e486fbf.jpeg,Unknown,Unknown,True,GoogleNews," POLITICO talks to the  Russia analyst about whether Putin's aims are evolving and what it means for Putin's war against Ukraine . The analyst says Putin's aim is evolving and it's not clear what his aims are, and what he means for the Ukraine crisis . Russia has been involved in Ukraine's civil war for more than a decade .","('politico', 0.529)"
86,Reuters,2022-10-18,"U.S. Treasury's Adeyemo heads to APEC meeting with focus on trade, 'resilience' - Reuters","WASHINGTON, Oct 18 (Reuters) - U.S. Deputy Treasury Secretary Wally Adeyemo will travel to Asia this week for a two-day meeting with finance ministers from the Asia-Pacific region and bilateral meeti… [+2343 chars]","U.S. Treasury 's Adeyemo heads APEC meeting focus trade , 'resilience ' - Reuters","WASHINGTON , Oct 18 ( Reuters ) - U.S. Deputy Treasury Secretary Wally Adeyemo travel Asia week two-day meeting finance ministers Asia-Pacific region bilateral meeti… [ +2343 chars ]",English,https://www.reuters.com/business/us-treasurys-adeyemo-heads-apec-meeting-with-focus-trade-resilience-2022-10-18/,https://www.reuters.com/resizer/qZL42H6i7-KTFeynjPAOsZHQncw=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/UVFKRBEFDZJ7ZAQGAHQVCCM27Y.jpg,Unknown,Unknown,True,newsAPI, Deputy Treasury Secretary Wally Adeyemo will travel to Asia this week for a two-day meeting with finance ministers from the Asia-Pacific region and bilateral meeti… U.S. Deputy Treasury secretary to travel for two days to meet with finance leaders from the region .,"('adeyemo', 0.4645)"
87,Reuters,2022-10-18,"Italy's Berlusconi says has exchanged ""sweet letters"" with Putin - Reuters","ROME, Oct 18 (Reuters) - Former Italian Prime Minister Silvio Berlusconi said on Tuesday he was back in touch with Russian President Vladimir Putin and had recently exchanged ""sweet letters"" with him… [+2274 chars]",Italy 's Berlusconi says exchanged `` sweet letters '' Putin - Reuters,"ROME , Oct 18 ( Reuters ) - Former Italian Prime Minister Silvio Berlusconi said Tuesday back touch Russian President Vladimir Putin recently exchanged `` sweet letters '' him… [ +2274 chars ]",English,https://www.reuters.com/world/europe/italys-berlusconi-says-has-exchanged-sweet-letters-with-putin-2022-10-18/,https://www.reuters.com/resizer/GV3iOAerXJtlYfb9Tr_vRGrixvE=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/ZEIII3TDNVMGTCCW4KCJCA7JAE.jpg,Unknown,Unknown,True,newsAPI," Former Italian Prime Minister Silvio Berlusconi says he is back in touch with Russian President Vladimir Putin . Former Italian PM says he recently exchanged ""sweet letters"" with Putin . He said he had recently exchanged 'sweet letters' with him with Russian leader . Berlusconconi: ""Sweet letters"" exchanged with Putin in recent weeks .","('berlusconi', 0.4692)"
88,Reuters,2022-10-18,Russia's Aeroflot passenger numbers down 8.2% year on year -Ifax - Reuters,"MOSCOW, Oct 18 (Reuters) - Russian flag carrier Aeroflot (AFLT.MM) saw its group passenger numbers drop 8.2% year on year in the first nine months of 2022, Interfax reported on Tuesday, citing figure… [+814 chars]",Russia 's Aeroflot passenger numbers 8.2 % year year -Ifax - Reuters,"MOSCOW , Oct 18 ( Reuters ) - Russian flag carrier Aeroflot ( AFLT.MM ) saw group passenger numbers drop 8.2 % year year first nine months 2022 , Interfax reported Tuesday , citing figure… [ +814 chars ]",English,https://www.reuters.com/business/aerospace-defense/russias-aeroflot-passenger-numbers-down-82-year-year-ifax-2022-10-18/,https://www.reuters.com/resizer/iioD03cU41soY9YyPWFCuZaWwq0=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/6JO2BM24NVKEND5OAMUD46XGLM.jpg,Unknown,Unknown,True,newsAPI," Russian flag carrier Aeroflot (AFLT.MM) saw its group passenger numbers drop 8.2% year on year in the first nine months of 2022 . Russian airline saw group passenger number drop 8 .2% in the same period, according to Interfax .","('aeroflot', 0.5036)"
89,Reuters,2022-10-16,Saudi king Salman says kingdom seeks stability and balance in oil markets - Reuters,"RIYADH, Oct 16 (Reuters) - Saudi King Salman said on Sunday the kingdom was working hard to support stability and balance in oil markets, including by establishing and maintaining the agreement of th… [+554 chars]",Saudi king Salman says kingdom seeks stability balance oil markets - Reuters,"RIYADH , Oct 16 ( Reuters ) - Saudi King Salman said Sunday kingdom working hard support stability balance oil markets , including establishing maintaining agreement th… [ +554 chars ]",English,https://www.reuters.com/business/energy/saudi-king-salman-says-kingdom-seeks-stability-balance-oil-markets-2022-10-16/,https://www.reuters.com/resizer/aQf1k6IWYhXhJfQh-wSeKVtjCek=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/OYCIBYTLDVI6HEV64EFUUZVHE4.jpg,Unknown,Unknown,True,newsAPI," Saudi King Salman says the kingdom is working hard to support stability and balance in oil markets . King Salman said the kingdom was establishing and maintaining the agreement of th… [Saudi] King Salman: ""We are committed to supporting stability"" in the world's oil markets, including by establishing an agreement of co-operation with OPEC .","('saudi', 0.5168)"
90,Boing Boing,2022-10-17,Residential tower ablaze in Russia after fighter jet crashes into it,"An out-of-control Su-34 fighter jet crashed into a tower block in Yeysk, Russia, today, creating a massive fireball and a serious blaze. The pilot managed to eject and survived; local news reports at… [+590 chars]",Residential tower ablaze Russia fighter jet crashes,"An out-of-control Su-34 fighter jet crashed tower block Yeysk , Russia , today , creating massive fireball serious blaze . The pilot managed eject survived ; local news reports at… [ +590 chars ]",English,https://boingboing.net/2022/10/17/residential-tower-ablaze-in-russia-after-fighter-jet-crashes-into-it.html,https://i0.wp.com/boingboing.net/wp-content/uploads/2022/10/yeysk.jpg?fit=1200%2C669&ssl=1,Unknown,Unknown,True,newsAPI," Out-of-control Su-34 fighter jet crashes into tower block in Yeysk, Russia, creating massive fireball and serious blaze . Pilot managed to eject and survived; local news reports at… local media reports at the scene . Local news reports: The pilot ejected and survived .","('jet', 0.4368)"
91,NPR,2022-10-18,"In Ukraine, trend lines point to escalation, not an endgame","Kyiv Mayor Vitali Klitschko speaks to reporters in front of a building destroyed by a Russian drone strike Monday.
Yasuyoshi Chiba/AFP via Getty Images
When Russia invaded Ukraine in February, many… [+5182 chars]","In Ukraine , trend lines point escalation , endgame","Kyiv Mayor Vitali Klitschko speaks reporters front building destroyed Russian drone strike Monday . Yasuyoshi Chiba/AFP via Getty Images When Russia invaded Ukraine February , many… [ +5182 chars ]",English,https://www.npr.org/2022/10/18/1129396409/in-ukraine-trend-lines-point-to-escalation-not-an-endgame,https://media.npr.org/assets/img/2022/10/17/gettyimages-1244034528_wide-6886699d1711f7baa2e092ab952821c39ed990a5-s1400-c100.jpg,Unknown,Unknown,True,newsAPI," Kyiv Mayor Vitali Klitschko speaks to reporters in front of a building destroyed by a Russian drone strike Monday . When Russia invaded Ukraine in February, many many people were surprised by the strike . Many people were shocked when Russia invaded the country in February and many were shocked by the attack .","('kyiv', 0.5126)"
92,The Guardian,2022-10-18,Nord Stream 1: first underwater images reveal devastating damage,"The first underwater images taken of the ruptured Nord Stream 1 pipeline reveal the devastating damage caused by what Danish police have described as powerful explosions under the Baltic Sea.
Swedis… [+2139 chars]",Nord Stream 1 : first underwater images reveal devastating damage,The first underwater images taken ruptured Nord Stream 1 pipeline reveal devastating damage caused Danish police described powerful explosions Baltic Sea . Swedis… [ +2139 chars ],English,https://www.theguardian.com/business/2022/oct/18/nord-stream-1-first-underwater-images-reveal-devastating-damage,https://i.guim.co.uk/img/media/28576e3ee488cddbde932c4116f132d427db1010/60_0_1800_1080/master/1800.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=8b33ae79300ffd72ddea73a8642b26e1,Unknown,Unknown,True,newsAPI, The first underwater images reveal the damage caused by what Danish police have described as powerful explosions under the Baltic Sea . Police have described the explosions as 'powerful explosions' under the sea . The first images show the extent of the damage the ruptured Nord Stream 1 pipeline has suffered .,"('pipeline', 0.4085)"
93,Business Insider,2022-10-17,Sakhalin oil project hints at the potential collapse of Russian output when new EU sanctions take effect,"A Russian oil project led by Exxon Mobil saw production tumble after the US company refused to accept local insurance for tankers, offering a potential clue on what could happen to Moscow's energy se… [+1732 chars]",Sakhalin oil project hints potential collapse Russian output new EU sanctions take effect,"A Russian oil project led Exxon Mobil saw production tumble US company refused accept local insurance tankers , offering potential clue could happen Moscow 's energy se… [ +1732 chars ]",English,https://markets.businessinsider.com/news/commodities/russia-oil-production-exxon-sakhalin-project-eu-sanctions-tanker-insurance-2022-10,https://i.insider.com/634da4d4410f430018149a5d?width=1200&format=jpeg,Unknown,Unknown,True,newsAPI, Exxon Mobil refused to accept local insurance for tankers in Russian oil project . Production fell due to the refusal of the US company to accept insurance . Exxon Mobil's decision could be a potential clue on what could happen to Moscow's energy sector . Russia's oil project led by Exxon Mobil saw production tumble after the US refused to take insurance .,"('exxon', 0.5145)"
94,Business Insider,2022-10-18,"The Russian pilots who ejected from a military plane moments before it crashed into an apartment building and killed 13 people could face charges, Russia says","Two Russian pilots whose military aircraft crashed into a residential building killing over a dozen people could face charges, Russian authorities said on Tuesday.
The engine of a Su-34 strike fight… [+2698 chars]","The Russian pilots ejected military plane moments crashed apartment building killed 13 people could face charges , Russia says","Two Russian pilots whose military aircraft crashed residential building killing dozen people could face charges , Russian authorities said Tuesday . The engine Su-34 strike fight… [ +2698 chars ]",English,https://www.businessinsider.com/russian-pilots-ejected-jet-crash-investigation-charges-2022-10,https://i.insider.com/634ec559410f43001814baa2?width=1200&format=jpeg,Unknown,Unknown,True,newsAPI, Two Russian pilots whose military aircraft crashed into a residential building killing over a dozen people could face charges . Russian authorities said on Tuesday that Russian authorities are investigating the crash . The two pilots could also face charges for their involvement in the crash of a Su-34 aircraft that killed more than a dozen .,"('pilots', 0.4543)"
