,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom
89,Business Insider,2022-10-02,"'Chaotic' Russian military incapable of operating on a nuclear battlefield in its current state, says war think tank","The Russian military couldn't operate on a nuclear battlefield in its current state, despite escalating rhetoric about nuclear weapons, a think tank said.
The Institute for the Study of War, a Washi¡¦ [+1794 chars]","'Chaotic ' Russian military incapable operating nuclear battlefield current state , says war think tank","The Russian military could n't operate nuclear battlefield current state , despite escalating rhetoric nuclear weapons , think tank said . The Institute Study War , Washi¡¦ [ +1794 chars ]",English,https://www.businessinsider.com/russian-military-incapable-of-operating-on-nuclear-battlefield-think-tank-2022-10,https://i.insider.com/63232b2bd5916b0019abd829?width=1200&format=jpeg,Unknown,Unknown,TRUE,newsAPI
90,BBC News,2022-10-04,Qatar World Cup 2022: Paris joins boycott of fan zones over human rights,"Paris has become the latest French city to announce that it will not be setting up giant screens and fan zones for the approaching World Cup in Qatar.
It cited human rights and environmental concern¡¦ [+2357 chars]",Qatar World Cup 2022 : Paris joins boycott fan zones human rights,Paris become latest French city announce setting giant screens fan zones approaching World Cup Qatar . It cited human rights environmental concern¡¦ [ +2357 chars ],English,https://www.bbc.co.uk/news/world-europe-63132995,https://ichef.bbci.co.uk/news/1024/branded_news/26F8/production/_126967990_mediaitem126967989.jpg,Unknown,Unknown,TRUE,newsAPI
91,Business Insider,2022-10-02,McMaster says US should take Putin's nuclear threats 'seriously' but says if Russia uses a nuclear weapon 'it's a suicide weapon',"Former national security adviser, Lt. Gen. H.R. McMaster, said Sunday that Vladimir Putin's threats of using nuclear weapons would be ""suicide"" if the Russian leader were to deploy them.?
The world ¡¦ [+2096 chars]",McMaster says US take Putin 's nuclear threats 'seriously ' says Russia uses nuclear weapon 'it 's suicide weapon ',"Former national security adviser , Lt. Gen. H.R . McMaster , said Sunday Vladimir Putin 's threats using nuclear weapons would `` suicide '' Russian leader deploy . The world ¡¦ [ +2096 chars ]",English,https://www.businessinsider.com/mcmaster-if-putin-follows-through-his-nuclear-threat-its-suicide-2022-10,https://i.insider.com/6339eaeb4d423e00182009f6?width=1200&format=jpeg,Unknown,Unknown,TRUE,newsAPI
92,Business Insider,2022-10-02,Major air combat and special-ops drills show how the US and its partners are trying to lock down an important region amid tensions with Russia,"Tensions in Europe with Russia have remained high since Moscow launched its unprovoked attack on Ukraine in February, but Russian influence is still strong in some parts of the continent.
Countries ¡¦ [+5086 chars]",Major air combat special-ops drills show US partners trying lock important region amid tensions Russia,"Tensions Europe Russia remained high since Moscow launched unprovoked attack Ukraine February , Russian influence still strong parts continent . Countries ¡¦ [ +5086 chars ]",English,https://www.businessinsider.com/major-military-exercises-show-us-nato-interest-in-southeastern-europe-2022-10,https://i.insider.com/63384faf4d423e00181ffff6?width=1200&format=jpeg,Unknown,Unknown,TRUE,newsAPI
93,Business Insider,2022-10-03,Bill Browder says Putin is likely behind Russia's mysterious executive deaths,"Financier Bill Browder said President Vladimir Putin is likely behind an ""epidemic of murder"" of numerous high-level Russian executives.
Browder, who until 2005 was Russia's biggest foreign investor¡¦ [+3394 chars]",Bill Browder says Putin likely behind Russia 's mysterious executive deaths,"Financier Bill Browder said President Vladimir Putin likely behind `` epidemic murder '' numerous high-level Russian executives . Browder , 2005 Russia 's biggest foreign investor¡¦ [ +3394 chars ]",English,https://www.businessinsider.com/bill-browder-putin-likely-behind-russia-mystery-executive-deaths-2022-10,https://i.insider.com/633aada76427060019ef0993?width=1200&format=jpeg,Unknown,Unknown,TRUE,newsAPI
94,Business Insider,2022-10-03,"OPEC is mulling an oil-production cut of more than 1 million barrels per day, and the move is exactly the opposite of what the US wants right now","The Organization of the Petroleum Exporting Countries Plus, or OPEC Plus, is considering cutting its oil output by more than 1 million barrels a day, Reuters reported Monday. The move threatens to an¡¦ [+3068 chars]","OPEC mulling oil-production cut 1 million barrels per day , move exactly opposite US wants right","The Organization Petroleum Exporting Countries Plus , OPEC Plus , considering cutting oil output 1 million barrels day , Reuters reported Monday . The move threatens an¡¦ [ +3068 chars ]",English,https://www.businessinsider.com/opec-mulls-oil-production-cut-risks-angering-us-2022-10,https://i.insider.com/633a7d0e6427060019ef07dd?width=1200&format=jpeg,Unknown,Unknown,TRUE,newsAPI
95,Boing Boing,2022-10-04,"Russia's top diplomat looking to bestow special heroic rank upon Elon ""Pedo Guy"" Musk","Talk about a bromance. Elon ""Pedo Guy"" Musk has been offering up Kremlin talking points as solutions to end the unjust war the Russians are waging in Ukraine. In response, Putin's top diplomat is pos¡¦ [+863 chars]",Russia 's top diplomat looking bestow special heroic rank upon Elon `` Pedo Guy '' Musk,"Talk bromance . Elon `` Pedo Guy '' Musk offering Kremlin talking points solutions end unjust war Russians waging Ukraine . In response , Putin 's top diplomat pos¡¦ [ +863 chars ]",English,https://boingboing.net/2022/10/04/russias-top-diplomat-looking-to-bestow-special-heroic-rank-upon-elon-pedo-guy-musk.html,https://i0.wp.com/boingboing.net/wp-content/uploads/2022/10/a_portrait_of_elon_musk_wearing_his_new_russian_69f38f9b-8154-4f9f-8ba6-bd11b7ce5dc2.jpg?fit=1200%2C800&ssl=1,Unknown,Unknown,TRUE,newsAPI
96,Time,2022-10-03,The U.S. Might Be the Surprising Determining Factor in the Future of Armenia,Few would be surprised to hear that the United States is involved in supporting a democratic nation that was recently invaded by its authoritarian neighbor. But many Americans are likely unaware that¡¦ [+7884 chars],The U.S. Might Be Surprising Determining Factor Future Armenia,Few would surprised hear United States involved supporting democratic nation recently invaded authoritarian neighbor . But many Americans likely unaware that¡¦ [ +7884 chars ],English,https://time.com/6219263/armenia-azerbaijan-us-involvement/,https://api.time.com/wp-content/uploads/2022/10/armenia-shot.jpg?quality=85&w=1024&h=628&crop=1,Unknown,Unknown,TRUE,newsAPI
97,Boing Boing,2022-10-02,"Russia's former Lego stores rebrand as ""World of Cubes""","The new branding adopted by Russia's Lego stores, abandoned by the company after Putin's invasion of Ukreaine, have a new name: World of Cubes. The name reminds me of all the Minecraft clones that in¡¦ [+959 chars]",Russia 's former Lego stores rebrand `` World Cubes '',"The new branding adopted Russia 's Lego stores , abandoned company Putin 's invasion Ukreaine , new name : World Cubes . The name reminds Minecraft clones in¡¦ [ +959 chars ]",English,https://boingboing.net/2022/10/02/russias-former-lego-stores-rebrand-as-world-of-cubes.html,https://i0.wp.com/boingboing.net/wp-content/uploads/2022/10/carson-arias-7Z03R1wOdmI-unsplash-scaled.jpg?fit=1200%2C960&ssl=1,Unknown,Unknown,TRUE,newsAPI
98,MarketBeat,2022-10-03,Magna International is Your Auto and EV One-Stop Shop Stock,<ul><li>Magna produces auto parts and systems to the 50 largest automobile brands worldwide</li><li>Magna will begin production of its Fiskers EVs in November</li><li>Russia and a strong US dollar to¡¦ [+4813 chars],Magna International Your Auto EV One-Stop Shop Stock,< ul > < li > Magna produces auto parts systems 50 largest automobile brands worldwide < /li > < li > Magna begin production Fiskers EVs November < /li > < li > Russia strong US dollar to¡¦ [ +4813 chars ],English,https://www.marketbeat.com/originals/magna-international-is-your-auto-and-ev-one-stop-shop-stock/,https://assets.entrepreneur.com/providers/marketbeat/hero-image-marketbeat-436458.jpeg,Unknown,Unknown,TRUE,newsAPI
99,Business Insider,2022-10-04,"Trump used an ableist slur to describe his one-time Attorney General Jeff Sessions, book says","Former President Donald Trump was known to use an ableist slur to refer to Jeff Sessions, his first attorney general, according to a new book by New York Times reporter Maggie Haberman.
In ""Confiden¡¦ [+2215 chars]","Trump used ableist slur describe one-time Attorney General Jeff Sessions , book says","Former President Donald Trump known use ableist slur refer Jeff Sessions , first attorney general , according new book New York Times reporter Maggie Haberman . In `` Confiden¡¦ [ +2215 chars ]",English,https://www.businessinsider.com/trump-jeff-session-ableist-slur-attorney-general-russia-investigation-2022-10,https://i.insider.com/633c62ee4d423e00182042d1?width=1200&format=jpeg,Unknown,Unknown,TRUE,newsAPI
100,Reuters,2022-10-04,Head of EU's lending signals joint action plan for COP and giant Ukraine fund - Reuters,"LONDON, Oct 4 (Reuters) - The head of the European Union's powerful lending arm has urged leaders not to backslide on climate targets amid the energy crisis and signalled a joint action plan from the¡¦ [+4440 chars]",Head EU 's lending signals joint action plan COP giant Ukraine fund - Reuters,"LONDON , Oct 4 ( Reuters ) - The head European Union 's powerful lending arm urged leaders backslide climate targets amid energy crisis signalled joint action plan the¡¦ [ +4440 chars ]",English,https://www.reuters.com/business/sustainable-business/reuters-impact-head-eus-lending-signals-joint-action-plan-cop-giant-ukraine-fund-2022-10-04/,https://www.reuters.com/resizer/MnArEnbMmOJ_b5zHU30Zfa8jkXM=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/ZBMCVU65YRKTVI3LSENO4PE5XI.jpg,Unknown,Unknown,TRUE,newsAPI
101,Reuters,2022-10-02,Russian parliament to consider legal steps to absorb Ukrainian regions - Reuters,"MOSCOW, Oct 2 (Reuters) - Russia's parliament will consider on Monday bills and ratification treaties to absorb four Ukrainian regions, RIA Novosti news agency cited the speaker of Russia's lower hou¡¦ [+1541 chars]",Russian parliament consider legal steps absorb Ukrainian regions - Reuters,"MOSCOW , Oct 2 ( Reuters ) - Russia 's parliament consider Monday bills ratification treaties absorb four Ukrainian regions , RIA Novosti news agency cited speaker Russia 's lower hou¡¦ [ +1541 chars ]",English,https://www.reuters.com/world/europe/russian-parliament-consider-legal-steps-absorb-ukrainian-regions-2022-10-02/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=114,Unknown,Unknown,TRUE,newsAPI
102,Reuters,2022-10-04,Eastward gas flows on Yamal-Europe pipeline stop again -Gascade data - Reuters,"LONDON, Oct 4 (Reuters) - Eastbound gas flows fell to zero again on Tuesday on the Yamal-Europe pipeline to Poland from Germany following a brief resumption in the early hours of the morning, data fr¡¦ [+1213 chars]",Eastward gas flows Yamal-Europe pipeline stop -Gascade data - Reuters,"LONDON , Oct 4 ( Reuters ) - Eastbound gas flows fell zero Tuesday Yamal-Europe pipeline Poland Germany following brief resumption early hours morning , data fr¡¦ [ +1213 chars ]",English,https://www.reuters.com/business/energy/eastward-gas-flows-yamal-europe-pipeline-stop-again-gascade-data-2022-10-04/,https://www.reuters.com/resizer/xB5LMZP2i9v8GfeVKnPownbUGYk=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/6HYVNOKJ5NNGXN74C6PLX6RHTY.jpg,Unknown,Unknown,TRUE,newsAPI
