,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom
128,The Guardian,2022-09-08,"The Queen was the ultimate matriarch, with a power exercised quietly and artfully | Gaby Hinsliff","Stop all the clocks. Cut off the telephone.
For once, the opening lines of WH Audens poem Funeral Blues seem to fit the moment. Like it or not, much of public life will grind to a halt in the black-… [+6764 chars]","The Queen ultimate matriarch , power exercised quietly artfully | Gaby Hinsliff","Stop clocks . Cut telephone . For , opening lines WH Audens poem Funeral Blues seem fit moment . Like , much public life grind halt black-… [ +6764 chars ]",English,https://amp.theguardian.com/commentisfree/2022/sep/08/queen-matriarch-power-elizabeth-ii,https://i.guim.co.uk/img/media/da6f7e6167eca7c1ae450289283b2b22966e9588/0_97_3500_2100/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&enable=upscale&s=92d02edf594a04fd5f5017769507a2fc,Unknown,Unknown,True,newsAPI
129,The Guardian,2022-09-09,Snapping 'moving carpet' – Queen's corgis tested palace loyalties,"They were as emblematic of British royalty as the crown: Queen Elizabeth IIs corgis, preceding her like a moving carpet wherever she was resident, were the other royal dynasty to inspire worldwide fa… [+4355 chars]",Snapping 'moving carpet ' – Queen 's corgis tested palace loyalties,"They emblematic British royalty crown : Queen Elizabeth IIs corgis , preceding like moving carpet wherever resident , royal dynasty inspire worldwide fa… [ +4355 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/09/queens-elizabeth-corgis-tested-palace-loyalties,https://i.guim.co.uk/img/media/9f0c8978dbec390540217d13897f79da50a2afcb/0_0_1797_1079/master/1797.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=3917e679437290d666cb52d205e11117,Unknown,Unknown,True,newsAPI
130,The Guardian,2022-09-09,King Charles to address nation as period of mourning for Queen begins,"The first full day of the reign of King Charles III has begun, with the new monarch travelling to London to meet the prime minister and prepare for a national address on Friday evening.
After stayin… [+4051 chars]",King Charles address nation period mourning Queen begins,"The first full day reign King Charles III begun , new monarch travelling London meet prime minister prepare national address Friday evening . After stayin… [ +4051 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/09/king-charles-to-address-nation-as-period-of-mourning-for-queen-begins,https://i.guim.co.uk/img/media/3c7cc1618f88aac6826e7237e445bed9ded4085e/0_74_5568_3341/master/5568.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=a5a2e58037cc3000654c7c8e5658ef68,Unknown,Unknown,True,newsAPI
131,USA Today,2022-09-08,Who will ascend to the throne after the queen's death? A look at the royal succession,"Skip to main content
This content is only available to USA TODAY subscribers.
Access all subscriber-only stories
Your subscription includes access to:
Exclusive, subscriber-only content and weekl… [+796 chars]",Who ascend throne queen 's death ? A look royal succession,"Skip main content This content available USA TODAY subscribers . Access subscriber-only stories Your subscription includes access : Exclusive , subscriber-only content weekl… [ +796 chars ]",English,https://www.usatoday.com/restricted/?return=https%3A%2F%2Fwww.usatoday.com%2Fin-depth%2Fgraphics%2F2022%2F09%2F08%2Fbritish-royal-family-succession-who-is-next-in-line%2F8026133001%2F,,Unknown,Unknown,False,newsAPI
132,The Guardian,2022-09-08,Rain lashes well-wishers gathering at Balmoral as Queen’s death announced,"Braving the lashing rain outside the gates of Balmoral as the sombre news of the Queens death was announced were two A&amp;E nurses from Portsmouth.
Samantha Cole and Tina Ferry had driven over from… [+4538 chars]",Rain lashes well-wishers gathering Balmoral Queen ’ death announced,Braving lashing rain outside gates Balmoral sombre news Queens death announced two A & amp ; E nurses Portsmouth . Samantha Cole Tina Ferry driven from… [ +4538 chars ],English,https://amp.theguardian.com/uk-news/2022/sep/08/rain-lashes-well-wishers-gathering-at-balmoral-as-queens-death-announced,https://i.guim.co.uk/img/media/9073a7d433d25c9ae7d62d9482cdb98fdb93f510/0_141_4227_2536/master/4227.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=0d6f33c95c14d4ef9a800725a0ac7647,Unknown,Unknown,True,newsAPI
133,The Guardian,2022-09-09,Will there be a bank holiday for Queen’s funeral?,"Will there be a bank holiday?
It is understood that there had been no decision on Thursday night on whether the day of the Queens funeral will be a bank holiday, though it will be treated as an unof… [+3418 chars]",Will bank holiday Queen ’ funeral ?,"Will bank holiday ? It understood decision Thursday night whether day Queens funeral bank holiday , though treated unof… [ +3418 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/09/queen-funeral-will-there-be-bank-holiday,https://i.guim.co.uk/img/media/a3912461919f7725c3b447b2dd910e80b53edb9c/0_221_8417_5052/master/8417.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=bf8b948ea850762913966b9a0a370199,Unknown,Unknown,True,newsAPI
134,The Guardian,2022-09-09,Bank of England delays interest rate decision after Queen’s death,"The Bank of England has delayed a decision over raising interest rates to tackle soaring inflation after the death of the Queen.
The central bank said its rate-setting monetary policy committee (MPC… [+449 chars]",Bank England delays interest rate decision Queen ’ death,The Bank England delayed decision raising interest rates tackle soaring inflation death Queen . The central bank said rate-setting monetary policy committee ( MPC… [ +449 chars ],English,https://amp.theguardian.com/business/2022/sep/09/bank-of-england-delays-interest-rate-decision-after-queen-death,https://i.guim.co.uk/img/media/1a21bf33ab103853b42945192c582cc607f04e40/27_13_3449_2071/master/3449.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=eefab32d5c2708e38b065cd8de328e2c,Unknown,Unknown,True,newsAPI
135,The Guardian,2022-09-08,‘She has been so strong’: mourners gather at Buckingham Palace,"Thousands of people gathered at Buckingham Palace on Thursday, with many of them placing bouquets at the wrought iron gates to mourn the death of the Queen.
The atmosphere was sombre and the crowds … [+2837 chars]",‘ She strong ’ : mourners gather Buckingham Palace,"Thousands people gathered Buckingham Palace Thursday , many placing bouquets wrought iron gates mourn death Queen . The atmosphere sombre crowds … [ +2837 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/08/she-has-been-so-strong-mourners-gather-at-buckingham-palace,https://i.guim.co.uk/img/media/c3a9038705f3c5639cc6d2fa9863eb75763ca5e4/0_286_4928_2955/master/4928.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=fb9c2bad08a9c119bad2d6a4365f7e68,Unknown,Unknown,True,newsAPI
136,The Guardian,2022-09-08,"‘With the King, we mourn’: Liz Truss pays tribute to Queen","Liz Truss has paid tribute to the Queen, describing her as the rock on which modern Britain was built, whose death is a huge shock to the country and the world.
The new prime minister praised the de… [+1988 chars]","‘ With King , mourn ’ : Liz Truss pays tribute Queen","Liz Truss paid tribute Queen , describing rock modern Britain built , whose death huge shock country world . The new prime minister praised de… [ +1988 chars ]",English,https://amp.theguardian.com/uk-news/2022/sep/08/liz-truss-pays-tribute-queen-with-king-we-mourn,https://i.guim.co.uk/img/media/10682468037ab19a96128e71f378619ae10799b6/0_212_5753_3450/master/5753.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=c4cf1593237b3ce6a2d55cac2681cbbf,Unknown,Unknown,True,newsAPI
137,Reuters,2022-09-08,Charles' succession stirs Caribbean calls to remove monarch as head of state - Reuters,"KINGSTON, Sept 8 (Reuters) - The ascension of King Charles to the British throne has stirred renewed calls from politicians for former colonies in the Caribbean to remove the monarch as their head of… [+3102 chars]",Charles ' succession stirs Caribbean calls remove monarch head state - Reuters,"KINGSTON , Sept 8 ( Reuters ) - The ascension King Charles British throne stirred renewed calls politicians former colonies Caribbean remove monarch head of… [ +3102 chars ]",English,https://www.reuters.com/world/charles-succession-stirs-caribbean-calls-remove-monarch-head-state-2022-09-08/,https://www.reuters.com/resizer/qauwZX64Fv8MKGBXO8dbFgxc_lU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/CQRFPSUR7NKSTEDPVG5IJ3DE4U.jpg,Unknown,Unknown,True,newsAPI
138,Business Insider,2022-09-09,Watch the exact moment White House press secretary Karine Jean-Pierre learned of the Queen Elizabeth II's death in the middle of a press briefing,"A video clip captured the moment White House press secretary Karine Jean-Pierre learned of Queen Elizabeth II's death during a routine press briefing.
Jean-Pierre was answering a reporter's question… [+1438 chars]",Watch exact moment White House press secretary Karine Jean-Pierre learned Queen Elizabeth II 's death middle press briefing,A video clip captured moment White House press secretary Karine Jean-Pierre learned Queen Elizabeth II 's death routine press briefing . Jean-Pierre answering reporter 's question… [ +1438 chars ],English,https://www.businessinsider.com/white-house-press-secretary-learns-queens-death-during-press-briefing-2022-9,https://i.insider.com/631adc220a329a0011e3962e?width=1200&format=jpeg,Unknown,Unknown,True,newsAPI
139,USA Today,2022-09-08,"Queen Elizabeth II under medical supervision as William, Harry, Meghan travel to be by her side","LONDON — Buckingham Palace says Queen Elizabeth II is under medical supervision as doctors are ""concerned for Her Majesty’s health.""
The announcement on Thursday comes a day after the 96-year-old mo… [+2906 chars]","Queen Elizabeth II medical supervision William , Harry , Meghan travel side",LONDON — Buckingham Palace says Queen Elizabeth II medical supervision doctors `` concerned Her Majesty ’ health . '' The announcement Thursday comes day 96-year-old mo… [ +2906 chars ],English,https://www.usatoday.com/story/entertainment/celebrities/2022/09/08/queen-elizabeth-health-medical-supervision/8020533001/,"https://www.gannett-cdn.com/presto/2022/06/30/USAT/8c9eb7ab-a2db-45ef-bc5b-ebb4c94bc35f-GTY_1241627690.jpg?auto=webp&crop=2556,1438,x1,y219&format=pjpg&width=1200",Unknown,Unknown,True,newsAPI
140,USA Today,2022-09-09,Key moments and major events in the life and 70-year royal reign of Queen Elizabeth II,"Skip to main content
This content is only available to USA TODAY subscribers.
Access all subscriber-only stories
Your subscription includes access to:
Exclusive, subscriber-only content and weekl… [+796 chars]",Key moments major events life 70-year royal reign Queen Elizabeth II,"Skip main content This content available USA TODAY subscribers . Access subscriber-only stories Your subscription includes access : Exclusive , subscriber-only content weekl… [ +796 chars ]",English,https://www.usatoday.com/restricted/?return=https%3A%2F%2Fwww.usatoday.com%2Fin-depth%2Fgraphics%2F2022%2F09%2F09%2Fqueen-elizabeth-timeline-life-moments-british-monarch-king-charles%2F8020954001%2F,,Unknown,Unknown,False,newsAPI
141,Reuters,2022-09-07,UK PM Truss says she is against energy windfall tax to help with bills - Reuters UK,"LONDON, Sept 7 (Reuters) - British Prime Minister Liz Truss said on Wednesday she was against imposing a windfall tax on energy companies to help tackle an energy price crisis, repeating that she wil… [+528 chars]",UK PM Truss says energy windfall tax help bills - Reuters UK,"LONDON , Sept 7 ( Reuters ) - British Prime Minister Liz Truss said Wednesday imposing windfall tax energy companies help tackle energy price crisis , repeating wil… [ +528 chars ]",English,https://www.reuters.com/world/uk/uk-pm-truss-says-she-is-against-energy-windfall-tax-help-with-bills-2022-09-07/,https://www.reuters.com/resizer/uNBVCrdkwQuP3S-IWA1fj3iG_2k=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/TUUCUBJABNPC5HKJKU4GKG6OIE.jpg,Unknown,Unknown,True,newsAPI
142,Reuters,2022-09-07,"UK PM Truss says she will get on and ""fix"" post-Brexit N.Ireland trade - Reuters","LONDON, Sept 7 (Reuters) - British Prime Minister Liz Truss said on Wednesday she would get on and ""fix"" the agreement with the European Union covering post-Brexit trade between Britain and Northern … [+634 chars]",UK PM Truss says get `` fix '' post-Brexit N.Ireland trade - Reuters,"LONDON , Sept 7 ( Reuters ) - British Prime Minister Liz Truss said Wednesday would get `` fix '' agreement European Union covering post-Brexit trade Britain Northern … [ +634 chars ]",English,https://www.reuters.com/world/uk/uk-pm-truss-says-she-will-get-fix-post-brexit-nireland-trade-2022-09-07/,https://www.reuters.com/resizer/e2RkXiGbiF9DrI427WkJpbXcyLs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/4LMVPB2TOVPGHMYQCRN3OWSUDY.jpg,Unknown,Unknown,True,newsAPI
143,Reuters,2022-09-07,"PM Truss says Britain needs strong government, not new election - Reuters UK","LONDON, Sept 7 (Reuters) - British Prime Minister Liz Truss said on Wednesday the British people wanted a government to tackle problems rather than have another national election.
After being appoin… [+630 chars]","PM Truss says Britain needs strong government , new election - Reuters UK","LONDON , Sept 7 ( Reuters ) - British Prime Minister Liz Truss said Wednesday British people wanted government tackle problems rather another national election . After appoin… [ +630 chars ]",English,https://www.reuters.com/world/uk/pm-truss-says-britain-needs-strong-government-not-new-election-2022-09-07/,https://www.reuters.com/resizer/kwptxy56M2l-5bhhn4cmrkQHY04=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/D3IELTNGTNML7LCM4KHBEWI72M.jpg,Unknown,Unknown,True,newsAPI
144,Reuters,2022-09-09,King Charles names William and Kate the Prince and Princess of Wales - Reuters UK,"LONDON, Sept 9 (Reuters) - Britain's King Charles on Friday bestowed the titles of Prince and Princess of Wales on his eldest son William and daughter-in-law Kate, passing on the titles that he and h… [+626 chars]",King Charles names William Kate Prince Princess Wales - Reuters UK,"LONDON , Sept 9 ( Reuters ) - Britain 's King Charles Friday bestowed titles Prince Princess Wales eldest son William daughter-in-law Kate , passing titles h… [ +626 chars ]",English,https://www.reuters.com/world/uk/king-charles-names-william-kate-prince-princess-wales-2022-09-09/,https://www.reuters.com/resizer/54HqXgeurDyG57p6EywuKwNUZlY=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/UUA6H4ZTGFM7FEUVCTTWYRVXPM.jpg,Unknown,Unknown,True,newsAPI
